crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
AVAX-USD,2023-01-02,2023-12-30,363 days,100.0,116.34065422776168,16.34065422776168,253.2025076839954,35.72036217966625,0.0,4.977211265212158,292 days,84,84,0,0.0,46.42857142857143,65.38407052111556,-8.106645372731322,7.280698612323679,-2.6961842688632576,2 days 23:23:04.615384615,1 days 05:20:00,2.887535566778786,0.19453159794954378,2.016848501121239,3.3025945618022994,1.8344573634041061,4.321764156228526
AVAX-USD,2024-01-02,2024-12-30,364 days,100.0,107.25121861242982,7.251218612429831,-11.65981129054443,53.783638798359604,0.0,18.407565078203998,264 days,83,83,0,0.0,34.93975903614458,41.88813834700259,-16.136974740464655,9.48251714854384,-3.5847820126019787,3 days 13:14:28.965517241,1 days 05:20:00,1.153254556803035,0.08736407966782933,0.45560804182261594,0.39504665063845373,1.1228699343959632,0.7021590372537381
AVAX-USD,2025-01-02,2025-02-23,53 days,100.0,99.89485720648406,-0.10514279351594347,-36.56363489794375,7.178632684122347,0.0,0.8968144470619742,48 days,12,12,0,0.0,41.66666666666667,7.515578379100314,-6.663925133733628,3.2725118737625998,-3.2905086495126183,3 days 19:12:00,1 days 17:08:34.285714285,0.8157158764453764,-0.008761899459661944,-0.21881280405759956,-0.8049151322271909,0.949412573024478,-0.2840552591827654
MATIC-USD,2019-04-29,2019-12-30,246 days,100.0,100.02185815794765,0.02185815794764722,314.7507977518662,0.02910398248914355,0.0,0.0029683964642050423,75 days,47,47,0,0.0,40.42553191489361,105.64986706111594,-14.605531836233105,20.301157866891987,-4.901639059417667,2 days 16:25:15.789473684,1 days 03:25:42.857142857,3.5532989111873485,0.00046506719037547265,2.084714803019518,10.92628112885193,2.2034624373720737,5.843097357984892
MATIC-USD,2020-01-02,2020-12-30,364 days,100.0,100.00012921553581,0.00012921553580772308,23.779950546013584,0.0263885481980315,0.0,0.007131484837956118,218 days,93,93,0,0.0,39.784946236559136,20.80793506037223,-19.882950593210854,5.759429067548403,-3.949954729961765,2 days 20:45:24.324324324,1 days 09:00:00,1.0054677792822273,1.3894143635238766e-06,0.013474446873007055,0.01816880029726806,1.0034006304767882,0.020162047263421832
MATIC-USD,2021-01-02,2021-12-30,363 days,100.0,100.32019734304173,0.32019734304172665,13331.449270528416,2.1878750699456053,0.0,0.4946532264771683,218 days,80,79,1,0.0,46.835443037974684,101.91834102551829,-19.501740475999192,16.973900863935597,-5.059788591729348,2 days 10:22:42.162162162,1 days 02:51:25.714285714,1.2982099514546175,0.00405313092457882,0.42954051056001596,0.6508890177315027,1.1523245285990262,0.6431274997549711
MATIC-USD,2022-01-02,2022-12-30,363 days,100.0,99.34739330445066,-0.6526066955493339,-70.16570118549453,2.31900174583043,0.0,0.8868665925425887,358 days,92,92,0,0.0,30.434782608695656,56.73764420939549,-25.17023032437345,10.795713361232046,-4.306474402269372,3 days 12:51:25.714285714,1 days 06:45:00,0.5999345748101566,-0.007093551038579714,-1.347458823928212,-0.7398976433852293,0.6984926298538545,-1.6994952129129277
MATIC-USD,2023-01-02,2023-12-30,363 days,100.0,100.2126994194885,0.21269941948849888,22.057310231049264,1.3817497634810834,0.0,0.26308486289800587,291 days,88,88,0,0.0,39.77272727272727,25.658126128271025,-8.688602764006191,6.1606232414487625,-3.0118915360703227,3 days 08:54:51.428571428,1 days 04:04:31.698113207,1.292729199295896,0.00241703885782385,0.6524364994457251,0.8129413720513248,1.1838977832901834,1.1174111204837618
MATIC-USD,2024-01-02,2024-12-30,364 days,100.0,99.86598942721322,-0.13401057278677675,-52.544140548551766,1.1511629781840758,0.0,0.3175791413019642,301 days,89,89,0,0.0,29.213483146067414,29.71998745056669,-6.141658633797496,6.901890731677453,-2.5491266247624393,3 days 15:41:32.307692307,1 days 06:51:25.714285714,0.7918958812072675,-0.0015057367728851315,-0.5462848202720822,-0.42313385468241865,0.8759615181159633,-0.7556915154980672
MATIC-USD,2025-01-02,2025-02-23,53 days,100.0,99.9907292567301,-0.009270743269898518,-38.72571308449035,0.12159477175082796,0.0,0.01528819813202807,48 days,13,12,1,-0.00025451033128676137,25.0,6.31102044285775,-8.494977794959757,4.352566527236821,-3.205029715758018,3 days 08:00:00,2 days 02:40:00,0.38021411810680006,-0.0007513527448843129,-1.8135423450004948,-4.1750025078198645,0.6609341374908841,-2.2756297789964677
