crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
XRP-USD,2020-01-02,2020-12-30,364 days,100.0,100.23786022698425,0.23786022698425247,12.648700186824403,0.5781623494917553,0.0,0.0572401000960148,168 days,85,85,0,0.0,38.82352941176471,109.20149094999007,-8.34231522509079,8.529606572677352,-2.1055362970659193,3 days 10:54:32.727272727,1 days 03:41:32.307692307,2.484907957470004,0.0027983556115794405,1.4546959370077315,4.16691213728145,1.8249553275962767,3.4803738105778
XRP-USD,2021-01-02,2021-12-30,363 days,100.0,100.84733921017542,0.8473392101754151,278.8089759909485,1.8160239839504693,0.0,0.4097786848691962,260 days,84,83,1,0.0,45.78313253012048,41.87952383304739,-28.469358440022578,9.152633661077566,-4.365979092016101,2 days 12:37:53.684210526,1 days 06:24:00,2.055685044915112,0.010208906146691744,1.2898991272130969,2.079238402929911,1.513201507259421,2.364059035255748
XRP-USD,2022-01-02,2022-12-30,363 days,100.0,99.82068089317943,-0.17931910682056795,-59.84055831128467,0.7719454259600709,0.0,0.24632853428543344,325 days,97,96,1,0.0,27.083333333333332,43.26968667553485,-19.518089025060767,5.488129174863872,-2.485302544320279,3 days 03:41:32.307692307,1 days 10:37:42.857142857,0.5988712640961077,-0.0018679073627142504,-1.1641338387137492,-0.7319744753505456,0.7536578325488887,-1.5302397298775643
XRP-USD,2023-01-02,2023-12-30,363 days,100.0,100.07542644548526,0.07542644548526323,78.40575758454125,0.5892221325785576,0.0,0.08872563999638677,173 days,86,86,0,0.0,37.2093023255814,52.653223016358965,-10.055141689040669,5.065501182396637,-2.1615386689071117,2 days 16:30:00,1 days 02:40:00,1.3527563491777945,0.0008770516916891081,0.37360150253049673,0.8547943496477532,1.223901180785695,0.9267980543546616
XRP-USD,2024-01-02,2024-12-30,364 days,100.0,101.23590272506905,1.235902725069046,229.02025858166078,2.1676984801882475,0.0,0.1501800086061528,212 days,88,88,0,0.0,34.090909090909086,71.47652948726261,-8.803125064749489,9.018596076811377,-1.8207185956155472,2 days 23:12:00,1 days 05:47:35.172413793,4.336528758247674,0.014044349148511888,1.9562823595416434,8.2522236281308,2.424461917949082,5.5788500236828495
XRP-USD,2025-01-02,2025-02-23,53 days,100.0,100.01044589413972,0.010445894139726963,7.225272566818264,0.6371297778250709,0.0,0.026313966779436492,24 days,12,12,0,0.0,58.333333333333336,29.770252304961385,-6.135556750276646,7.202154458243445,-3.115522842960356,2 days 13:42:51.428571428,1 days 00:00:00,1.2023538311030433,0.0008704911783105809,0.6082991508486876,2.73470084755224,1.151877337445308,0.924306970078861
ADA-USD,2019-01-02,2019-12-30,363 days,100.0,100.01898973968967,0.018989739689675007,-25.772237574381553,0.08857320184451427,0.0,0.015846584440522983,201 days,92,92,0,0.0,31.521739130434785,20.793589348460976,-8.23493717982369,6.425912917223184,-2.671351039984186,3 days 03:18:37.241379310,1 days 09:31:25.714285714,1.3885170780205365,0.00020641021401820656,0.6453312974143399,1.2049521721635457,1.1929962207993923,1.1405285463648875
ADA-USD,2020-01-02,2020-12-30,364 days,100.0,100.05338202098707,0.05338202098707873,461.93700072683504,0.18648096724252725,0.0,0.03421909762948037,137 days,88,88,0,0.0,39.77272727272727,37.88473285802779,-12.668157937295074,8.634578593744568,-3.3850861855809136,3 days 03:25:42.857142857,1 days 03:10:11.320754716,1.7339968664360312,0.0006066138748531674,1.1740286989082256,1.5642935624566414,1.3964724297849498,2.1599881437774795
ADA-USD,2021-01-02,2021-12-30,363 days,100.0,101.02549993725947,1.0254999372594638,666.7635984444321,2.8080776688141156,0.0,0.6097756561259404,129 days,73,72,1,0.0,48.61111111111111,130.22662212697134,-17.611960665609132,12.608882196538993,-4.007572818889112,2 days 21:56:34.285714285,1 days 06:29:11.351351351,1.8510445761207317,0.014243054684159227,1.2020808390723055,1.6910794920503167,1.4484989742416288,1.897791064382264
ADA-USD,2022-01-02,2022-12-30,363 days,100.0,100.04916678223815,0.04916678223814697,-82.17480758067754,1.2709918561010773,0.0,0.2338521642270302,281 days,89,88,1,0.0,37.5,19.754529112121734,-18.46897457300094,4.661665750209519,-3.330147633909892,3 days 05:49:05.454545454,1 days 08:43:38.181818181,1.0822446659829292,0.0005587134345243971,0.15003053444727463,0.21140595689646433,1.0429466612148333,0.25655630961654313
ADA-USD,2023-01-02,2023-12-30,363 days,100.0,100.18086852703692,0.18086852703691841,137.15430241489614,0.5733571233269716,0.0,0.11966256042545385,295 days,84,84,0,0.0,39.285714285714285,35.4488893733711,-8.068320244019441,5.701599507234376,-2.202027699832242,3 days 06:32:43.636363636,1 days 05:10:35.294117647,1.7905419056639023,0.002153196750439505,1.2728836556144711,1.519823350087187,1.476934713125285,2.552697429736959
ADA-USD,2024-01-02,2024-12-30,364 days,100.0,100.37583149136647,0.3758314913664687,41.99502509790509,0.8673217351377213,0.0,0.15326106465526015,252 days,81,81,0,0.0,33.33333333333333,71.87084267842847,-10.087459465357709,10.8870774547769,-2.491259226920281,4 days 00:00:00,1 days 06:13:20,1.884804575917309,0.004639894955141588,1.631279239009772,2.4589802990948324,1.5956043840603633,3.29002859079414
ADA-USD,2025-01-02,2025-02-23,53 days,100.0,100.06768131930205,0.06768131930204913,-19.89962236865688,0.2937230259051776,0.0,0.014435971158367918,24 days,13,13,0,0.0,46.15384615384615,12.637525212920758,-6.888645297685744,6.502849538901913,-2.000934112475663,2 days 12:00:00,1 days 03:25:42.857142857,6.094042923164728,0.005206255330926856,3.6942346730076108,32.35229303759795,2.741807740767328,10.988332684773773
