period,strategy,num_assets,total_return,sharpe_ratio,max_drawdown,win_rate,crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
2019,Equal Weight Portfolio,10.0,0.43688206057737955,1.3548632883321774,-0.11029125016395169,0.325068870523416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Individual Asset,,,,,,BTC-USD,2019-01-02,2019-12-30,363 days,100.0,184.52672792769943,84.52672792769943,84.94136249508948,100.0,24.4056527330708,22.71727799357808,89 days 00:00:00,81.0,81.0,0.0,0.0,33.33333333333333,20.367978133306718,-13.196962982894721,6.4569615780250365,-1.8639159440508393,3 days 08:53:20,1 days 05:46:40,1.5334785441030612,1.0435398509592524,1.5128689521948586,3.74827568041797,1.4344256253195817,2.5931180014284196
2019,Individual Asset,,,,,,ETH-USD,2019-01-02,2019-12-30,363 days,100.0,172.1801355957291,72.1801355957291,-14.456326784077167,100.0,25.19807771357241,24.640693302459457,84 days 00:00:00,89.0,89.0,0.0,0.0,31.46067415730337,23.61116139677494,-9.07137598976063,6.937629465218668,-2.095497598615485,3 days 06:51:25.714285714,1 days 06:41:18.688524590,1.3910249864367263,0.8110127595025749,1.2691962071496958,2.9502569791954665,1.325192119091137,2.1946542966963447
2019,Individual Asset,,,,,,XRP-USD,2019-01-02,2019-12-30,363 days,100.0,99.9134616702795,-0.08653832972049716,-48.17385199950499,0.4746290248712429,0.05865631997585299,0.13781870758062675,191 days 00:00:00,94.0,94.0,0.0,0.0,25.53191489361702,28.723191906258045,-9.132106699520481,5.631823097714174,-2.247447619724445,3 days 07:00:00,1 days 04:48:00,0.8312418019959881,-0.0009206205289414597,-0.4948849572239717,-0.6313723220274121,0.8876457458377995,-0.8085839556503521
2019,Individual Asset,,,,,,BCH-USD,2019-01-02,2019-12-30,363 days,100.0,158.25287628814738,58.25287628814736,21.86926970798644,100.0,26.584609674025284,48.8725186305176,229 days 00:00:00,94.0,94.0,0.0,0.0,35.1063829787234,70.68459418203993,-10.840778373447183,8.003329105636038,-2.991709311297968,2 days 18:10:54.545454545,1 days 03:32:27.540983606,1.2166810429145791,0.6197114498739107,0.9418434294550663,1.2001348648540915,1.2770157922032064,2.0176149792365776
2019,Individual Asset,,,,,,EOS-USD,2019-01-02,2019-12-30,363 days,100.0,99.89699437785148,-0.10300562214851094,-8.383520781822984,8.270340689465064,0.7661990864276889,3.163920038596371,216 days 00:00:00,97.0,97.0,0.0,0.0,26.804123711340207,35.62564919463354,-15.12808030755427,8.020575370245497,-2.8595020816704526,3 days 02:46:09.230769230,1 days 08:47:19.436619718,0.9877602595347761,-0.0010619136303970517,-0.018080531144261648,-0.0327356099308759,0.9957813040689851,-0.027964047719052035
2019,Individual Asset,,,,,,LTC-USD,2019-01-02,2019-12-30,363 days,100.0,172.4871728382112,72.4871728382112,27.857105286487837,76.62095329765673,11.856979612350463,12.226188772266148,184 days 00:00:00,87.0,87.0,0.0,0.0,39.08045977011494,51.882707722414644,-10.483982635474716,7.750090291808507,-2.6139982939984248,2 days 21:52:56.470588235,1 days 03:37:21.509433962,1.7604580118682354,0.8331858946920807,1.756796657299551,5.971283024248508,1.5224964141416808,3.573079861874656
2019,Individual Asset,,,,,,XLM-USD,2019-01-02,2019-12-30,363 days,100.0,100.03226280102507,0.03226280102506275,-61.49030901949109,0.14143432966320027,0.01540720200166107,0.03516110625763716,155 days 00:00:00,88.0,88.0,0.0,0.0,29.545454545454547,40.71332265511391,-8.917514991489798,7.808478303723404,-2.4312340881713213,3 days 06:27:41.538461538,1 days 10:50:19.354838709,1.2363948147031685,0.00036662273892116844,0.5458274276518353,0.9226270099848131,1.1335746873450567,0.9487563125289055
2019,Individual Asset,,,,,,ADA-USD,2019-01-02,2019-12-30,363 days,100.0,100.00074878855422,0.0007487885542213774,-25.772237574381553,0.09769723157910856,0.010066246997565031,0.029750522182168795,201 days 00:00:00,92.0,92.0,0.0,0.0,29.347826086956523,20.572795759112513,-8.426702242643866,6.5381086500943795,-2.7835093349495077,3 days 03:33:20,1 days 10:20:18.461538461,1.007240594181183,8.139006024146132e-06,0.01836966732816247,0.025307593647944972,1.0040529475539979,0.029499166879136517
2019,Individual Asset,,,,,,TRX-USD,2019-01-02,2019-12-30,363 days,100.0,100.0114419783242,0.011441978324204648,-33.73554013759743,0.0385513757586639,0.004017019014805556,0.01000575662643777,211 days 00:00:00,90.0,90.0,0.0,0.0,34.44444444444444,27.588414332879786,-9.776019901801575,6.412078807243946,-2.494185380921988,2 days 23:13:32.903225806,1 days 08:32:32.542372881,1.3367930707448787,0.00012713309249116325,0.6904558447675055,1.1498403951498772,1.1634822588474423,1.124166689707695
2019,Individual Asset,,,,,,BSV-USD,2019-01-02,2019-12-30,363 days,100.0,194.5465592002406,94.5465592002406,2.2055858491928815,100.0,20.10512348125693,38.314011394316125,191 days 00:00:00,92.0,92.0,0.0,0.0,31.521739130434785,73.8292925235,-16.7316179370013,11.17096298925445,-3.2042214954934845,2 days 18:12:24.827586206,1 days 04:34:17.142857142,1.3987676521510246,1.0276799913069619,1.0478322612736486,2.4863282107590647,1.426185784454677,2.918911573765901
2020,Equal Weight Portfolio,10.0,0.518038475189204,1.404522962481561,-0.12266750865008502,0.4230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Individual Asset,,,,,,BTC-USD,2020-01-02,2020-12-30,364 days,100.0,209.08527232406334,109.08527232406333,312.8706048121783,100.0,21.90449229035146,28.638007317201215,181 days 00:00:00,94.0,93.0,1.0,12.534985283228309,36.55913978494624,24.630091398863595,-7.199908760487284,5.378256093503165,-1.761796259811799,2 days 21:10:35.294117647,1 days 03:39:39.661016949,1.8135962783652066,1.0381751294713442,1.8863239836663819,3.8239172659437317,1.5565930829193853,3.904373299886837
2020,Individual Asset,,,,,,ETH-USD,2020-01-02,2020-12-30,364 days,100.0,408.9600444773879,308.9600444773879,489.9206504563165,100.0,30.743160407204833,19.859995486477185,70 days 00:00:00,86.0,85.0,1.0,75.84840725389154,45.88235294117647,29.009799173167128,-8.247272721853884,6.381134515211444,-2.4423288409446244,2 days 22:46:09.230769230,1 days 04:10:26.086956521,2.07305506637572,2.742489849688191,2.765846602857069,15.636736876779239,1.7723880297330432,5.401307706582955
2020,Individual Asset,,,,,,XRP-USD,2020-01-02,2020-12-30,364 days,100.0,100.41289272460341,0.41289272460341453,12.648700186824403,0.6888230741277359,0.043868426948785774,0.0952976370585549,168 days 00:00:00,85.0,85.0,0.0,0.0,35.294117647058826,108.89228945904009,-8.5339729098657,9.162623325609083,-2.1829374444872474,3 days 16:00:00,1 days 03:55:38.181818181,2.266564760110895,0.0048575614659225235,1.4956242971831686,4.344592405808919,1.676814253650808,3.8626537541451014
2020,Individual Asset,,,,,,BCH-USD,2020-01-02,2020-12-30,364 days,100.0,69.19055166675574,-30.809448333244262,83.34729142029474,100.0,13.79881277152384,61.46665564740458,351 days 00:00:00,96.0,95.0,1.0,-0.06919055166675037,35.78947368421053,26.301597412030063,-15.541287537407719,4.97058967885907,-3.119389775115479,2 days 21:10:35.294117647,1 days 05:30:29.508196721,0.7980614461475228,-0.32358166085871076,-0.21035863619930478,-0.5023768029932717,0.9528812608947594,-0.33686922047210655
2020,Individual Asset,,,,,,LTC-USD,2020-01-02,2020-12-30,364 days,100.0,141.36606661987304,41.36606661987304,225.10367489820302,91.26042137581273,9.848601654052732,26.08120026878385,291 days 00:00:00,87.0,87.0,0.0,0.0,45.97701149425287,23.352647677668305,-10.625231020314809,5.1392752166954105,-3.1403381187346846,2 days 19:48:00,1 days 07:39:34.468085106,1.4770827756015872,0.47547203011348294,1.1273730904541077,1.5912065580379635,1.2757635291165483,1.8850144830903002
2020,Individual Asset,,,,,,EOS-USD,2020-01-02,2020-12-30,364 days,100.0,99.55660815155505,-0.4433918484449419,5.992007326133719,5.298208246450967,0.5486513861417772,1.4737101576977325,325 days 00:00:00,94.0,94.0,0.0,0.0,32.97872340425532,23.01496713328835,-12.796560353208996,5.128982919557862,-2.6007351114087114,3 days 03:52:15.483870967,1 days 08:00:00,0.9118047625075318,-0.004716934557924907,-0.24405116781747438,-0.30169246216976003,0.9483357211636894,-0.35276193271927325
