crypto,period,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
BTC-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,94.36455875839398,-5.635441241606017,-11.168905101955218,100.0,2.4354085719533076,16.2385469191334,41 days,12,12,0,0.0,41.66666666666667,6.538828057185639,-5.537073947781524,1.924968239514048,-2.134068246800067,4 days 14:24:00,2 days 17:08:34.285714285,0.6301190576537112,-0.46962010346716565,-0.5015012715294985,-1.8058818442537332,0.9098472845589859,-0.7151396323406146
ETH-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,66.99330929779964,-33.00669070220036,-37.83454283908275,100.0,2.309145482580438,37.25242100186132,56 days,15,15,0,0.0,13.333333333333334,2.4235812481653647,-9.24323988487705,1.814472114000771,-3.8388157717904345,6 days 00:00:00,2 days 01:50:46.153846153,0.0889177876927433,-2.2004460468133575,-2.851555310681992,-2.440110349464102,0.5881320375325324,-3.5467909332189826
BNB-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,82.88667897075806,-17.113321029241945,-18.49405777870271,100.0,1.712881176672134,19.382487252774265,45 days,14,14,0,0.0,14.285714285714285,17.07646279759689,-7.289240322356837,9.576075988670468,-2.686797347517258,8 days 00:00:00,2 days 02:00:00,0.12682045037428166,-1.2223800735172803,-3.9706684123861504,-3.4811293134719983,0.44583883461448415,-4.316992092261152
XRP-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,100.03446564985022,0.03446564985021394,-0.7334682213041788,0.4138565207503237,0.00420600815569951,0.05498624007500135,14 days,13,13,0,0.0,46.15384615384615,29.54048205265643,-6.329421193526369,9.61066960453022,-2.8390833391526082,2 days 20:00:00,1 days 13:42:51.428571428,2.1354447338652336,0.00265120383463184,0.8631727180779941,3.7537769804480687,1.3452844970844415,1.458814763645891
ADA-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,100.02015318694352,0.02015318694351026,-11.034644902720869,0.08611526222767166,0.00034334246198054416,0.020973662532945643,25 days,7,7,0,0.0,57.14285714285714,29.500201389956864,-7.081756652388058,15.584865408060761,-4.333003975040004,2 days 00:00:00,1 days 00:00:00,15.073892100825153,0.002879026706215751,1.1717747672656922,5.7524199481909015,1.87220808281277,2.346558256546881
DOGE-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,100.00119482865122,0.0011948286512201284,-41.20787905789415,0.08959183074146757,0.0009126280502780522,0.02068427517765389,45 days,14,14,0,0.0,28.57142857142857,18.37527580093165,-14.92405316084144,10.217702354720512,-6.275478348847932,5 days 12:00:00,1 days 14:24:00,1.0557894867882731,8.534490365858178e-05,0.1508927693869662,0.34565375636256507,1.0316401428855126,0.24500919227435747
SOL-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,83.44124483116555,-16.558755168834452,-31.644073638346438,96.96557507701496,0.5953045680809856,21.986602842760664,44 days,15,15,0,0.0,40.0,33.41341474887344,-20.613924650113983,7.558163519467214,-5.8887880179663705,3 days 00:00:00,1 days 10:40:00,0.3292407311133432,-1.103917011255631,-1.8487027095060262,-3.0085978178142305,0.41978973131983854,-1.9127393320467836
DOT-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,99.83113579313437,-0.1688642068656374,-37.59436609338357,1.8340519281896217,0.02006232521856913,0.3431434175562357,45 days,15,15,0,0.0,46.666666666666664,6.982442623745717,-14.095869348349346,3.32245276858612,-5.493444438646082,3 days 03:25:42.857142857,1 days 06:00:00,0.5113564919928499,-0.011257613791042499,-1.3075896758719512,-2.932228477499696,0.7003626855051515,-1.472257055066074
LTC-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,105.96564566749423,5.965645667494231,4.6246304630504165,32.04910833444078,0.3145123907205442,2.718644857791224,15 days,11,11,0,0.0,54.54545454545454,22.22793110057856,-13.947615105250968,9.217412962507018,-5.735177861773801,4 days 12:00:00,2 days 14:24:00,3.342939886723885,0.5423314243176579,2.073796333551638,15.243576215990286,1.5287347372660325,3.7047008655910623
AVAX-USD,2025_YTD,2025-01-02,2025-03-03,61 days,100.0,98.65065364811281,-1.3493463518871929,-46.63021703592945,6.749234615134283,0.07164399623421887,1.9654890685253663,56 days,14,14,0,0.0,21.428571428571427,7.3080628007212125,-16.239675218887246,4.727842654518035,-3.955757321833903,4 days 00:00:00,2 days 02:10:54.545454545,0.20376207254505685,-0.09638188227765665,-2.289033789643861,-3.9721930134251386,0.5187275839543669,-2.5054523036307454
