period,strategy,num_assets,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,num_days,crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
2019,Equal Weight Portfolio,10.0,-0.4039370040731962,-0.4056338037016438,-0.5289589129132234,-0.6170036577090409,0.4697802197802198,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Individual Asset,,,,,,,,BTC-USD,2019-01-01,2019-12-30,364 days,100.0,-301.63812054552716,-401.63812054552716,89.74781138454789,100.0,15.788835406072069,625.2389453687994,362 days,5.0,4.0,1.0,-142.7599929200707,0.0,-0.3761934307807129,-6.224907750307491,nan,-1.9681665585415544,NaT,1 days 06:00:00,0.0,-64.71953190636415,-1.3061771510675486,nan,0.44464874759200984,-1.314305804123377
2019,Individual Asset,,,,,,,,ETH-USD,2019-01-01,2019-12-30,364 days,100.0,250.7252957331475,150.7252957331475,-5.813068109723929,2250.405634348566,58.62138237858657,78.19804041975847,127 days,186.0,185.0,1.0,-0.13263348388671875,32.432432432432435,23.611161396774914,-9.071375989760629,6.103093666234514,-2.1719674022982063,3 days 04:48:00,1 days 08:49:55.200000,1.3457040052380993,0.8154482660380222,1.2811703343781056,1.9355886260291444,1.294362377577698,2.6040120699194222
2019,Individual Asset,,,,,,,,XRP-USD,2019-01-01,2019-12-30,364 days,100.0,100.01943886446952,0.019438864469527806,-46.686005128890564,0.47489746394042454,0.11665205490589146,0.2040591410131837,175 days,188.0,187.0,1.0,-0.000194473996758461,33.68983957219251,28.723191906258045,-9.188114455435324,4.213774860870636,-2.103176725362587,3 days 01:08:34.285714285,1 days 09:05:48.387096774,1.0235801228609254,0.0001049911147929794,0.0821049558326103,0.0955226658836393,1.0133891667372747,0.13177599304809479
2019,Individual Asset,,,,,,,,BCH-USD,2019-01-01,2019-12-30,364 days,100.0,-4.82229918195668,-104.8222991819567,27.023917542452992,100.0,35.74318900935728,103.57053110384973,226 days,95.0,94.0,1.0,4.367745827036207,28.723404255319153,70.68459418203992,-13.411579028309479,8.863749963126857,-3.2784971448481803,3 days 08:00:00,1 days 08:35:49.253731343,0.7504490437092239,-1.161596223499922,-1.1341707676040298,nan,0.7085923466237134,-1.2159299617612471
2019,Individual Asset,,,,,,,,EOS-USD,2019-01-01,2019-12-30,364 days,100.0,100.26328152060509,0.26328152060509424,-0.6753781687190319,8.471981688677934,1.5292864477634436,1.942001831465109,97 days,194.0,193.0,1.0,-0.0026455440521240235,30.569948186528496,35.62564919463354,-15.609204970688536,6.491232797243039,-2.9624848186909984,3 days 02:26:26.440677966,1 days 08:14:19.701492537,1.0163785230526658,0.0013778604386384258,0.08190527215258343,0.1359451732478222,1.0138808242569868,0.12707201282835515
2019,Individual Asset,,,,,,,,LTC-USD,2019-01-01,2019-12-30,364 days,100.0,220.2888136062624,120.28881360626241,33.66926121512055,9059.05558875914,23.97716997528076,18.826215418859764,40 days,174.0,173.0,1.0,-0.042747337341308596,36.99421965317919,51.68907763666502,-12.319170118976547,6.945095587680067,-2.536105450494639,3 days 07:30:00,1 days 09:14:51.743119266,1.6393801982292637,0.6955581557433721,1.8842655634401397,6.414847038149733,1.3662931406280308,3.3825684073451967
2019,Individual Asset,,,,,,,,XLM-USD,2019-01-01,2019-12-30,364 days,100.0,100.14087915861606,0.14087915861606587,-60.36056170424666,0.14141078955993902,0.0305708639919758,0.039066148098105935,77 days,176.0,175.0,1.0,-4.595400020480156e-05,37.142857142857146,40.71332265511391,-10.774890461658641,6.5656648101131365,-2.3713429956276606,3 days 08:29:32.307692307,1 days 07:38:10.909090909,1.6152529759175007,0.0008052863578072614,1.8603044320811748,3.616083729597241,1.337424480918451,3.244456175376105
2019,Individual Asset,,,,,,,,ADA-USD,2019-01-01,2019-12-30,364 days,100.0,100.01592054730281,0.01592054730281231,-21.042606755920666,0.09772402325083489,0.020084524992853407,0.049881995021395044,194 days,184.0,183.0,1.0,-3.3594001084566116e-05,31.693989071038253,24.790683240698925,-9.967785993134198,5.777547619721525,-2.675641710712619,3 days 05:47:35.172413793,1 days 09:36:00,1.0873606073933622,8.718110002129483e-05,0.2844038669332073,0.32004110009068726,1.0442967032480086,0.4490556687353927
2019,Individual Asset,,,,,,,,TRX-USD,2019-01-01,2019-12-30,364 days,100.0,100.02091745181382,0.020917451813816948,-31.49634745963822,0.03855517249841741,0.00829754503071308,0.013424548889580081,136 days,186.0,185.0,1.0,-1.339999958872795e-05,36.75675675675676,27.276977017114202,-15.593501735993906,5.800813108237355,-2.764090158738991,3 days 00:21:10.588235294,1 days 08:24:36.923076923,1.2895424364152983,0.00011313973953192322,0.9021794623613579,1.562430405626978,1.1483521774154841,1.4499634612493943
2019,Individual Asset,,,,,,,,BSV-USD,2019-01-01,2019-12-30,364 days,100.0,295.96066344782247,195.96066344782247,5.2464388084798586,791.9947921800643,40.31697843581464,38.94259409376961,130 days,186.0,185.0,1.0,-0.09697650909423829,34.5945945945946,73.8292925235,-16.7316179370013,7.991869246499063,-2.7345931261836025,3 days 06:00:00,1 days 06:44:37.685950413,1.5335274895184483,1.059771026794146,1.4092301382088208,5.054727876884132,1.3750303152144747,3.5141856912440392
