crypto,period,start_date,end_date,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
ADA-USD,2024,2024-01-01,2024-12-31,2024-01-02,2024-12-30,364 days,100.0,100.32327746603436,0.32327746603435,41.99502509790509,0.8330904198188703,0.04336580213800098,0.16593941484532224,252 days,81,81,0,0.0,33.33333333333333,71.59897183575004,-10.277372005892351,10.676190377322122,-2.6461899700078133,4 days 00:00:00,1 days 06:39:59.999999999,1.7423927048892147,0.003991079827584561,1.4524370381909573,1.9535264071920684,1.4993901609687783,2.885211104761663
DOGE-USD,2024,2024-01-01,2024-12-31,2024-01-02,2024-12-30,364 days,100.0,100.19173638155463,0.19173638155462971,243.75025834898122,0.3377210105276151,0.014446007084706027,0.05805044853023851,246 days,89,89,0,0.0,39.325842696629216,78.63683922320108,-8.450334494119573,10.163402033323605,-2.8391739961911937,2 days 22:37:42.857142857,1 days 02:13:20,2.2925057158389874,0.0021543413657823546,1.78242127412945,3.31200948093485,1.7190159976228165,3.7416756294465645
SOL-USD,2024,2024-01-01,2024-12-31,2024-01-02,2024-12-30,364 days,100.0,178.96592426975627,78.96592426975627,79.18193160230607,100.0,15.26811986250216,23.06719548376296,216 days,78,77,1,-0.013214666315402837,41.55844155844156,31.527222847557834,-8.636758389891282,6.684736307354392,-2.7419004187020284,3 days 12:00:00,1 days 08:00:00,1.6119875421245755,1.0257031030658659,1.6524014445938313,3.4357152107674107,1.444451964727974,2.8881709983200903
DOT-USD,2024,2024-01-01,2024-12-31,2024-01-02,2024-12-30,364 days,100.0,100.81620323769793,0.8162032376979317,-20.39807167858959,9.969337460117629,0.586201556228226,2.79241314068233,263 days,79,79,0,0.0,45.56962025316456,38.60739519922291,-5.855281716714156,5.635069061161396,-2.773362525312597,3 days 10:00:00,1 days 06:41:51.627906976,1.144144341027581,0.010331686553138278,0.32275147684281275,0.29309943204166533,1.0879077777933206,0.533930593292273
LTC-USD,2024,2024-01-01,2024-12-31,2024-01-02,2024-12-30,364 days,100.0,109.03574033508552,9.035740335085517,36.06970564705705,96.95586888233674,6.805575409715918,24.4784507355649,266 days,87,86,1,-0.021412850764409994,34.883720930232556,26.45282703792849,-13.187479688240328,5.401214289198339,-2.597490035267574,3 days 17:36:00,1 days 08:08:34.285714285,1.129222350458981,0.10531573471918565,0.42090757445773674,0.3701891159793234,1.1281693488835152,0.706649869877591
AVAX-USD,2024,2024-01-01,2024-12-31,2024-01-02,2024-12-30,364 days,100.0,104.23347965399284,4.233479653992841,-11.65981129054443,53.905665029825514,3.422646993091282,19.461150756181205,264 days,83,83,0,0.0,33.734939759036145,41.64625020865559,-16.32083776572419,9.606259528101415,-3.713489325967318,3 days 14:34:17.142857142,1 days 05:40:21.818181818,1.0854876530039685,0.05100577896376857,0.3071158122693201,0.21814504218283637,1.0793621375726286,0.47201013350520094
BTC-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,97.56322093646146,-2.4367790635385376,-6.704420103342146,100.0,2.416795502512974,17.543410957458576,41 days,12,12,0,0.0,33.33333333333333,6.538828057185639,-5.537073947781544,3.65394797315401,-2.0486319383740152,4 days 18:00:00,2 days 15:00:00,0.852900851602653,-0.20306492196154302,-0.13635439837624905,-0.7822606820184042,0.9747052265823658,-0.21488286256139744
ETH-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,67.92593689829975,-32.07406310170025,-33.90540106942797,100.0,2.511621940769319,38.11702645051942,56 days,15,15,0,0.0,13.333333333333334,2.7087327855641283,-9.24323988487706,2.5661570168647465,-3.2849579943575207,2 days 00:00:00,2 days 09:13:50.769230769,0.11228413283501236,-2.1382708734466847,-3.108645847441049,-2.3641721528656885,0.5546983760136428,-3.976488202892198
BNB-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,95.6645065038189,-4.335493496181101,-15.783087429524677,100.0,1.646645034751503,8.12614854326195,25 days,14,14,0,0.0,21.428571428571427,16.559011855414244,-7.289240322356838,6.391327495687184,-2.422786787356001,5 days 16:00:00,2 days 00:00:00,0.685427699178162,-0.3096781068700807,-0.916897801260326,-2.8667390973926015,0.8494288317920878,-1.256490144921506
XRP-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,100.1333627912981,0.13336279129809192,8.314835507571816,0.5430205577165543,0.004691692008999171,0.029987339637779244,39 days,11,11,0,0.0,54.54545454545454,22.43960547218864,-6.329421193526369,10.080058833814876,-3.2144506844434075,2 days 16:00:00,1 days 04:48:00,5.553031381821248,0.01212389011800836,2.9054652399864276,26.69950104739805,2.766616026745002,9.43438955341512
ADA-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,99.95591012164404,-0.04408987835596334,1.1606024121111558,0.3080877433282447,0.0007714137295884427,0.04408987835596179,60 days,4,4,0,0.0,50.0,2.341088302401052,-14.086071932983765,1.5771454977749906,-8.012323112279502,1 days 00:00:00,1 days 00:00:00,0.012931062558332757,-0.011022469588990835,-2.502708305557099,-5.977036616944486,0.01367625921573923,-2.5019178966179187
DOGE-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,100.00926395230134,0.009263952301343331,-36.31974712604422,0.07540537194692656,0.0006226588416162676,0.009878404717369003,45 days,13,13,0,0.0,38.46153846153847,18.37527580093165,-10.376507905365912,9.013579740164035,-5.138321034693774,4 days 19:12:00,1 days 12:00:00,1.9942615578852199,0.0007126117154879494,1.6265055903515755,5.612712250112198,1.4450869303381966,3.279142396668156
SOL-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,91.38888621859878,-8.611113781401215,-24.802292794748183,89.93788268785184,0.5015530720073548,13.723744705010082,44 days,14,14,0,0.0,50.0,33.41341474887344,-12.658121304191758,6.879620844888996,-5.81188062309749,2 days 10:17:08.571428571,1 days 00:00:00,0.430430520647432,-0.6150795558143725,-1.665974868365722,-3.035272261284602,0.493136154463889,-1.7591398877290318
DOT-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,99.99795286889784,-0.0020471311021523775,-32.146712349459385,1.0861076933120601,0.009028808563534219,0.1063238919217205,45 days,10,10,0,0.0,70.0,6.982442623745717,-6.588202251521165,3.606283345183487,-2.94194350799129,2 days 20:34:17.142857142,1 days 00:00:00,0.9774655101071382,-0.00020471311021524365,-0.0422371043620422,-0.11520084567496944,0.9891797648107323,-0.054394129593018085
LTC-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,105.07429591696018,5.074295916960182,9.413501183687156,30.798748870837866,0.3188111689723899,3.512671459720302,15 days,11,11,0,0.0,63.63636363636363,22.22793110057856,-12.101454037995644,9.083547934143981,-6.275569603842782,4 days 10:17:08.571428571,1 days 18:00:00,2.4830583181469468,0.46129962881456177,1.8546574066871615,9.81314328460682,1.471165882822973,3.250797102600141
AVAX-USD,2025_YTD,2025-01-01,2025-03-04,2025-01-02,2025-03-03,61 days,100.0,99.31131268393334,-0.6886873160666607,-41.136755496981706,6.635008948554718,0.07532959894557831,1.2985655128329017,56 days,15,15,0,0.0,33.33333333333333,7.3080628007212125,-7.607759493487927,4.0409915300016435,-3.619467631074376,2 days 14:24:00,1 days 12:00:00,0.3844787823820841,-0.04591248773777731,-1.6163289177045574,-3.1194119580534347,0.6614458127846398,-1.9304858356503785
