period,strategy,num_assets,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,num_days,crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
2019,Individual Asset,,,,,,,,BSV-USD,2019-01-01,2019-12-30,364 days,100.0,295.96066344782247,195.96066344782247,5.2464388084798586,791.9947921800643,40.31697843581464,38.94259409376961,130 days,186.0,185.0,1.0,-0.09697650909423829,34.5945945945946,73.8292925235,-16.7316179370013,7.991869246499063,-2.7345931261836025,3 days 06:00:00,1 days 06:44:37.685950413,1.5335274895184483,1.059771026794146,1.4092301382088208,5.054727876884132,1.3750303152144747,3.5141856912440392
2020,Equal Weight Portfolio,10.0,-0.6183852924913666,-0.6193939191958874,-0.9857214344827072,-0.6898072700369631,0.4657534246575342,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Individual Asset,,,,,,,,BTC-USD,2020-01-01,2020-12-30,365 days,100.0,-232.44259708913887,-332.44259708913887,300.55909562193943,66.69769861817183,14.485862770041226,175.5901230825961,363 days,2.0,1.0,1.0,-174.47108750913486,0.0,-2.2118217217098697,-2.2118217217098697,nan,-2.2118217217098697,NaT,2 days 00:00:00,0.0,-157.97150958000367,-0.22162735818287613,-0.8830455258663601,0.9044355968350055,-0.46096382171423644
2020,Individual Asset,,,,,,,,ETH-USD,2020-01-01,2020-12-30,365 days,100.0,-2.065940539273427,-102.06594053927343,474.6234356480918,100.0,6.897639895138309,102.05122078845822,356 days,29.0,28.0,1.0,-1.3456024205098436,17.857142857142858,12.03165429924958,-15.280775375966678,6.9649509517800965,-3.2813190347850965,3 days 19:12:00,1 days 11:28:41.739130434,0.12434295088868148,-3.597154932812986,-2.5722403693217664,-0.9871461343133467,0.5662501206417357,-2.8394668564680567
2020,Individual Asset,,,,,,,,XRP-USD,2020-01-01,2020-12-30,365 days,100.0,100.68679413619637,0.6867941361963749,9.945130824745352,0.6896025860490601,0.09402513083815575,0.1502075419809478,253 days,183.0,182.0,1.0,0.10594492068886757,34.065934065934066,108.89228945904009,-15.545178677530735,7.3438892733637475,-2.724383660232561,3 days 10:03:52.258064516,1 days 05:24:00,1.6769442746309322,0.0031914792060852033,1.6139267331184106,4.572301278207988,1.4457100286254323,3.425828112569698
2020,Individual Asset,,,,,,,,BCH-USD,2020-01-01,2020-12-30,365 days,100.0,-4.518803983102288,-104.51880398310229,75.54419626383557,100.0,3.7275344976144154,105.70133943465385,363 days,12.0,11.0,1.0,-0.2522672804894104,18.181818181818183,26.30159741203003,-11.502482130904339,13.428893642800737,-6.145298444030754,2 days 12:00:00,1 days 13:20:00,0.05930946944146341,-9.478776063873898,-1.1523235488313774,-0.9554481016594352,0.6010139824058753,-1.223776973209981
2020,Individual Asset,,,,,,,,LTC-USD,2020-01-01,2020-12-30,365 days,100.0,80.4100945789997,-19.589905421000296,208.12257772413668,24119.874215194777,19.375946233286502,55.91288417510106,223 days,178.0,177.0,1.0,-0.5543185119628906,37.85310734463277,38.00458202987276,-17.800132886833573,5.487903691760902,-3.832123509620299,3 days 04:39:24.179104477,1 days 08:30:32.727272727,0.9200480290407982,-0.1075456887516244,0.14146128173093958,-0.35036478103420765,1.0235419320068528,0.22323060774535838
2020,Individual Asset,,,,,,,,EOS-USD,2020-01-01,2020-12-30,365 days,100.0,98.51561969470977,-1.4843803052902285,0.4884796087096577,5.406156103487805,1.1252747182846072,2.3857822903135033,293 days,194.0,193.0,1.0,0.02936409640312195,31.088082901554404,31.143469662532635,-23.383031724293566,5.720690783209516,-3.089429140096057,3 days 07:12:00,1 days 05:46:27.969924812,0.8755889413554442,-0.007843235241934407,-0.47105518854996997,-0.6221776024229358,0.9223524359556116,-0.7466474345810835
2020,Individual Asset,,,,,,,,BNB-USD,2020-01-01,2020-12-30,365 days,100.0,99.51289096450807,-0.4871090354919332,178.58914184741232,38.79543983795142,7.934325069427491,14.481544885719854,300 days,189.0,188.0,1.0,-0.03813629913330078,33.51063829787234,34.278217224553,-19.27516429891102,5.930372784507637,-3.1976094264314754,3 days 08:22:51.428571428,1 days 05:22:33.600000,0.9943523544503015,-0.0023881528529712814,0.07645678978858582,-0.03363653804453054,1.0119787570362095,0.1277186980405717
2020,Individual Asset,,,,,,,,BSV-USD,2020-01-01,2020-12-30,365 days,100.0,419.33790881445515,319.33790881445515,71.70782408197391,394.4230943833774,66.33840693077276,28.11846269567634,151 days,172.0,171.0,1.0,-0.16690309143066406,36.84210526315789,89.24463634607544,-17.67055759947586,8.516974297624902,-3.263426157323093,3 days 12:57:08.571428571,1 days 07:20:00,1.4718206113052597,1.8684491924320756,1.3929544424524103,11.356876521686946,1.6751169574704736,5.168303637999173
2020,Individual Asset,,,,,,,,ADA-USD,2020-01-01,2020-12-30,365 days,100.0,99.90127868622169,-0.09872131377831093,450.06278035293957,0.19233754852847648,0.03180935189500452,0.14305827264619395,214 days,182.0,181.0,1.0,-0.00018403999507427216,33.70165745856354,41.74199076261935,-16.21706074167747,7.530613211096475,-4.122887499883976,3 days 08:39:20.655737704,1 days 07:48:00,0.7827334761943455,-0.0005444048275316934,-0.9549855590063757,-0.6900776302711163,0.8586118702330522,-1.304335888580104
2020,Individual Asset,,,,,,,,XTZ-USD,2020-01-01,2020-12-30,365 days,100.0,98.83540801155567,-1.1645919884443314,45.19846826495717,4.415489814666993,0.904921730875969,2.958919536130715,245 days,186.0,185.0,1.0,0.05220515608787537,35.67567567567568,45.43742593480737,-15.65310782765183,6.827200868949547,-3.90830788852115,3 days 01:05:27.272727272,1 days 08:40:20.168067226,0.8969839131253928,-0.006577281862336193,-0.39099764947234106,-0.39358690705300725,0.9413294288999201,-0.5997683673069806
2021,Equal Weight Portfolio,9.0,-2.723842217366734,nan,-0.6773368496927917,-4.591558559116919,0.45604395604395603,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Individual Asset,,,,,,,,BTC-USD,2021-01-01,2021-12-30,364 days,100.0,-2742.322734508701,-2842.322734508701,60.611017631758514,100.0,64.19710095280735,3622.695325351613,361 days,3.0,2.0,1.0,-885.7498102444813,50.0,8.634855646765356,-6.5259776586139395,8.634855646765356,-6.5259776586139395,3 days 00:00:00,1 days 00:00:00,0.004389493757509398,-978.2864621321118,-1.0324361480902007,nan,0.16272861713921372,-1.0325607928202638
2021,Individual Asset,,,,,,,,ETH-USD,2021-01-01,2021-12-30,364 days,100.0,-10.06747658042147,-110.06747658042147,408.4908320353888,100.0,27.32264139907011,103.93035628235019,343 days,20.0,19.0,1.0,-5.748731344749653,47.368421052631575,57.79770492170161,-7.976208469250841,13.122535863119591,-4.614627087180669,2 days 18:40:00,1 days 00:00:00,0.7727417745544444,-5.490460275561688,0.7857319470858962,nan,1.5366734370508346,3.627626695062523
2021,Individual Asset,,,,,,,,XRP-USD,2021-01-01,2021-12-30,364 days,100.0,99.69478133822977,-0.3052186617702253,253.61981228643563,1.8372179217283717,0.29140011464059346,1.5565800157768719,249 days,171.0,170.0,1.0,-0.0008396490216255188,38.23529411764706,41.63764430921433,-34.870828050677524,8.350287334409877,-4.9454201178969175,3 days 07:23:04.615384615,1 days 09:49:42.857142857,0.9352762721699895,-0.0017904647808741105,-0.20877649003707652,-0.196620724284688,0.9647690836911292,-0.2744807906797764
2021,Individual Asset,,,,,,,,LTC-USD,2021-01-01,2021-12-30,364 days,100.0,328.8567313815826,228.85673138158262,17.472552870718694,12140.44335137454,55.150756969902645,73.09469562421992,235 days,151.0,150.0,1.0,-0.1482860107421875,46.666666666666664,28.004920124961824,-35.83719145447843,7.694966823548737,-4.794814866905109,3 days 13:22:17.142857142,1 days 10:12:00,1.306537512651597,1.5267001159488327,1.6159925201398369,3.145700340760162,1.2946329643956476,2.481855392048546
2021,Individual Asset,,,,,,,,BCH-USD,2021-01-01,2021-12-30,364 days,100.0,-24.42401433880609,-124.4240143388061,26.185626403131334,100.0,2.8812479429654863,184.74524159549202,361 days,6.0,5.0,1.0,0.9951252843045206,40.0,14.826409017713383,-27.885865794230387,10.859304796156655,-11.62708393092896,2 days 00:00:00,1 days 08:00:00,0.1304858118485949,-25.083827924622113,-0.9607152819474554,nan,0.8166122639382573,-1.088422736194489
2021,Individual Asset,,,,,,,,ADA-USD,2021-01-01,2021-12-30,364 days,100.0,101.12443249882757,1.1244324988275802,675.8283528951988,2.9398489674652937,0.4613566899150611,1.4295423513319845,266 days,152.0,151.0,1.0,-0.001360414981842041,41.72185430463576,129.89639550484438,-24.754354544785233,9.812647005668094,-4.479649712491509,3 days 16:00:00,1 days 12:00:00,1.1921438772311233,0.007455582210658396,0.6033339815766497,0.7887411999042989,1.0981344523330139,0.8581148488621789
2021,Individual Asset,,,,,,,,LINK-USD,2021-01-01,2021-12-30,364 days,100.0,71.28003713226315,-28.719962867736847,68.2059422572042,5571.185276555885,9.504606040954585,57.795239798316814,239 days,175.0,174.0,1.0,-0.019970342636108397,39.08045977011494,34.79881069389096,-37.40153888205316,8.557762753932908,-5.981161699389045,3 days 05:17:38.823529411,1 days 08:36:13.584905660,0.8394069341446341,-0.16494248577644022,-0.4467465152055775,-0.4980726650837158,0.9369660396484969,-0.5888980285591241
2021,Individual Asset,,,,,,,,BNB-USD,2021-01-01,2021-12-30,364 days,100.0,-21.888746273264786,-121.88874627326479,1268.9739850900257,1096.080605738255,20.850914024059,109.41589250895063,314 days,63.0,62.0,1.0,4.210547803110964,38.70967741935484,96.50491797104748,-16.775652705690497,13.64518081436635,-5.940761781433255,3 days 01:00:00,1 days 06:56:50.526315789,0.7263843916731314,-2.033859581877021,-0.7340933039083765,nan,0.8279686532518725,-0.8598379867648335
2021,Individual Asset,,,,,,,,XLM-USD,2021-01-01,2021-12-30,364 days,100.0,99.91159944337606,-0.08840055662393598,102.65015333539638,0.7276222488290762,0.1225775321125985,0.46168592537339226,310 days,171.0,170.0,1.0,-0.00026832500100135804,39.411764705882355,131.15219994816056,-20.662332211119352,7.776280130640526,-4.506585822561553,3 days 05:00:53.731343283,1 days 10:29:07.572815533,0.9487428267472694,-0.0005184248918996114,-0.16395662352965856,-0.19199915516944335,0.973568378770425,-0.2413591536050379
2022,Equal Weight Portfolio,8.0,11.576696716103427,11.753365497113784,1.3921442479901327,-0.3178940627740693,0.5,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Individual Asset,,,,,,,,BTC-USD,2022-01-01,2022-12-30,364 days,100.0,13949.860521268174,13849.860521268176,-65.18411471200764,100.0,6818.7473787672225,59.89924785508906,139 days,171.0,170.0,1.0,-47.38701808018115,35.294117647058826,27.375314904048846,-14.755725112793472,4.38003410645551,-2.3218621631526952,3 days 10:48:00,1 days 09:49:05.454545454,1.2676436339223345,81.74851493734326,1.228422342261746,234.40018841322518,3.9982722231777124,23.234295016684364
2022,Individual Asset,,,,,,,,ETH-USD,2022-01-01,2022-12-30,364 days,100.0,2263.388194119474,2163.388194119474,-68.18755509391782,14257.44466042152,537.5488936798305,62.52505056065001,127 days,167.0,166.0,1.0,-3.5641441650390626,37.34939759036144,38.32044003040393,-13.701285056983389,6.566222043868194,-3.157148693903597,3 days 10:03:52.258064516,1 days 10:36:55.384615384,1.42401076983812,13.053929748701872,1.8324097738037035,34.91190435974664,1.9472160225129027,7.2321946960326216
2022,Individual Asset,,,,,,,,BNB-USD,2022-01-01,2022-12-30,364 days,100.0,147.8310563207193,47.83105632071931,-53.393770383767766,100.0,77.89047936117132,90.32425442509198,342 days,180.0,179.0,1.0,-0.24577922058105467,32.402234636871505,19.11170472709853,-15.643366184026952,5.3329833071232935,-2.7284376315138643,3 days 14:28:57.931034482,1 days 06:32:43.636363636,1.0682189438480982,0.268585673415088,1.1195188740029607,0.53130687658462,1.2376762506668073,2.190351157228
2022,Individual Asset,,,,,,,,SOL-USD,2022-01-01,2022-12-30,364 days,100.0,166.8163770025261,66.81637700252611,-94.4654434707153,4801.931576293274,21.047009898372046,30.586688384100597,268 days,183.0,182.0,1.0,-0.009880176544189453,39.010989010989015,45.74715601020331,-24.971154261263035,7.048716950251673,-3.93329076667071,3 days 02:21:58.309859154,1 days 06:55:08.108108108,1.2601406627951168,0.36717723724763895,1.2901201660155355,2.1921646820618097,1.2353687841871213,2.263805267592394
2022,Individual Asset,,,,,,,,ADA-USD,2022-01-01,2022-12-30,364 days,100.0,100.24912469491362,0.2491246949136239,-82.16692498699669,1.5906032153049303,0.22766264870762815,0.721078691716225,281 days,177.0,176.0,1.0,-0.0002455569952726364,38.06818181818182,23.291524594119245,-18.650505598427934,5.701878614590326,-3.368927247064675,3 days 07:31:20.597014925,1 days 07:02:45.137614678,1.097817558041051,0.0014168764313005483,0.3573363434740037,0.34643924503173734,1.0586839001606456,0.5559328985795877
2022,Individual Asset,,,,,,,,XRP-USD,2022-01-01,2022-12-30,364 days,100.0,99.99719186002017,-0.002808139979839197,-59.38453631214363,0.8756852284014726,0.1936053199172021,0.5466088534687629,306 days,191.0,190.0,1.0,-0.0003450169861316681,33.1578947368421,43.02641698885932,-22.466899653617503,5.129027746558046,-2.826608996374721,3 days 01:31:25.714285714,1 days 08:07:33.543307086,0.9986161009476331,-1.2963805230040149e-05,-0.0037362566744627676,-0.005151498230331752,0.9994204628428863,-0.005751907948233383
2022,Individual Asset,,,,,,,,AVAX-USD,2022-01-01,2022-12-30,364 days,100.0,127.20789006968843,27.207890069688435,-90.47789238182739,8256.51659156526,13.795562550201442,23.54408869706753,268 days,176.0,175.0,1.0,0.7645004930496215,33.714285714285715,32.69235379829453,-30.684142598742547,7.703560824786125,-4.005625814722627,3 days 12:12:12.203389830,1 days 07:39:18.620689655,1.1423571416288378,0.15110508329507955,0.7945769743920026,1.1591877515397906,1.137326329877626,1.2060086794923957
2022,Individual Asset,,,,,,,,DOGE-USD,2022-01-01,2022-12-30,364 days,100.0,100.03515855820477,0.03515855820477001,-60.468114433618105,0.18504079682537594,0.03555248080193995,0.13885494947593544,342 days,184.0,183.0,1.0,-6.840399652719498e-05,32.78688524590164,102.98223551546177,-22.20659920755716,7.501728309819879,-3.181637760103942,3 days 09:12:00,1 days 07:13:10.243902439,1.0909511631215338,0.00019249706120927444,0.3143257221971712,0.2538992294324814,1.0528950908881276,0.4694319650715545
2023,Equal Weight Portfolio,9.0,-0.004626964168786496,-0.0046523976907995035,0.33400779298036515,-0.40386969705143594,0.39285714285714285,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Individual Asset,,,,,,,,BTC-USD,2023-01-01,2023-12-30,364 days,100.0,-291.6873659099501,-391.6873659099501,153.57413104565603,100.0,33.62654681081416,404.7363018804285,362 days,3.0,2.0,1.0,-176.3933546983864,50.0,0.12915670871417737,-1.3005144444078782,0.12915670871417737,-1.3005144444078782,2 days 00:00:00,1 days 00:00:00,0.0005989502408675734,-107.64700560578079,-1.466962074337029,nan,0.3901158144120151,-1.4723443186216285
2023,Individual Asset,,,,,,,,ETH-USD,2023-01-01,2023-12-30,364 days,100.0,-32.54521266591371,-132.5452126659137,90.85200050740457,100.0,42.22974616611208,122.04608040583476,340 days,27.0,26.0,1.0,-9.730636212145042,34.61538461538461,21.565954757084878,-4.983889843961274,5.372258876475892,-1.982654325569607,3 days 13:20:00,1 days 09:52:56.470588235,0.5665492710153517,-4.723637555914184,0.7854672188085123,nan,1.5544544091681662,2.3240917844993634
2023,Individual Asset,,,,,,,,BNB-USD,2023-01-01,2023-12-30,364 days,100.0,15.770627244309736,-84.22937275569026,29.91321557865765,100.0,61.09324186071514,96.80359443437179,346 days,196.0,195.0,1.0,-0.015770627244308222,33.84615384615385,17.30776762962981,-8.044536048005815,2.8105360745547636,-1.6643647508254824,3 days 00:21:49.090909090,1 days 06:30:41.860465116,0.7372976975144591,-0.43186462629972344,0.35848801102274414,-0.8709304071534798,1.080465970278322,0.7270773865620322
2023,Individual Asset,,,,,,,,XRP-USD,2023-01-01,2023-12-30,364 days,100.0,99.69786285030843,-0.30213714969158123,83.56313891088216,0.8232202786973715,0.1921046508550643,0.5330365872324805,350 days,191.0,190.0,1.0,0.012519031822681426,28.947368421052634,52.40056979334261,-25.60575320016897,4.4944467068226315,-2.36333503499319,3 days 08:17:27.272727272,1 days 07:28:00,0.801380316456702,-0.001656085165864539,-0.6458495643473661,-0.5683773786128075,0.8705567467173474,-1.2486734011881564
2023,Individual Asset,,,,,,,,ADA-USD,2023-01-01,2023-12-30,364 days,100.0,100.33148178842664,0.331481788426637,141.00636158972506,0.6628052837259533,0.10824328276515009,0.22373840371389844,275 days,154.0,153.0,1.0,0.014840565800666809,37.908496732026144,35.21344048399773,-11.829654035166195,5.6414511743014195,-2.3892946367977905,4 days 00:00:00,1 days 08:35:22.105263157,1.3804022580502322,0.002069550474679549,1.242474959504141,1.4856366139554635,1.2177030342078845,2.106068961792409
2023,Individual Asset,,,,,,,,DOGE-USD,2023-01-01,2023-12-30,364 days,100.0,99.95024173047393,-0.04975826952606435,28.370240540494773,0.10182591209061063,0.02750726703554392,0.06764836436909971,344 days,184.0,183.0,1.0,0.0016441161781549454,36.0655737704918,16.80719965330976,-21.70360776008168,3.534338851634485,-2.460467725127994,3 days 04:00:00,1 days 07:10:46.153846153,0.7727342886390939,-0.00028088735357496906,-0.9970737041266753,-0.7375630501280823,0.8611586436816273,-1.3380716405785733
2023,Individual Asset,,,,,,,,MATIC-USD,2023-01-01,2023-12-30,364 days,100.0,99.98662314945459,-0.013376850545407715,25.410637658251023,1.5218412902653575,0.3080852813124656,0.7737787843741212,337 days,180.0,179.0,1.0,0.049322576761245726,33.5195530726257,25.432468002142755,-17.54335668485341,5.833390686564816,-2.731905925500833,3 days 10:24:00,1 days 07:15:37.815126050,0.9784362477710706,-0.0003502761302047533,-0.017082093823146308,-0.017335184087173224,0.9975110016554748,-0.02517321643200762
2023,Individual Asset,,,,,,,,LTC-USD,2023-01-01,2023-12-30,364 days,100.0,99.24911230958693,-0.7508876904130659,3.5261663766774864,334.8348665124538,28.66812072110497,41.907860046529535,291 days,178.0,177.0,1.0,0.018003631591796868,39.548022598870055,25.925038592055287,-13.50065518273576,3.796982154253893,-2.391684225035997,3 days 05:08:34.285714285,1 days 06:43:44.299065420,0.9964054990674787,-0.00434401876838697,0.27833527382530754,-0.017966624450936948,1.0452254282022913,0.4484971387835432
2023,Individual Asset,,,,,,,,SHIB-USD,2023-01-01,2023-12-30,364 days,100.0,100.00002266600085,2.26660008393082e-05,24.9999971578291,1.4999998601068274e-05,1.334000009592273e-06,3.0700003587596993e-06,96 days,69.0,68.0,1.0,9.890003384498413e-07,32.35294117647059,22.900001077401427,-12.712504267519684,13.332254489428916,-1.377385413045992,7 days 03:16:21.818181818,4 days 08:20:52.173913043,4.670956410880585,3.187794191302708e-07,2.4482959145713385,7.403344495485405,1.7999576782719102,4.1357217446437735
2024,Equal Weight Portfolio,9.0,-2.643111123721285,nan,-0.7864670792220431,-3.959043335539506,0.4904109589041096,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Individual Asset,,,,,,,,BTC-USD,2024-01-01,2024-12-30,365 days,100.0,-2769.3074046190454,-2869.3074046190454,109.75505351319796,100.0,85.9042800020251,3220.093977104188,363 days,3.0,2.0,1.0,-1489.7629080995955,0.0,-3.1837371494786515,-3.3111659143890324,nan,-3.2474515319338417,NaT,1 days 12:00:00,0.0,-689.7722482597298,-1.0520775618263616,-0.3753199197285089,0.10748104848811928,-1.0520112604481442
2024,Individual Asset,,,,,,,,ETH-USD,2024-01-01,2024-12-30,365 days,100.0,-34.73835652636873,-134.73835652636873,42.68387521295729,100.0,55.9860223087556,114.00590874518377,340 days,23.0,22.0,1.0,-7.419326423136208,36.36363636363637,8.003461570666712,-5.3416816949230395,4.071394677141037,-1.8802266158922776,3 days 06:00:00,1 days 06:51:25.714285714,0.7288685486644866,-5.787228641055993,0.7250862245784655,-1.0602190820827948,1.412557902359136,2.0944869289600327
2024,Individual Asset,,,,,,,,BNB-USD,2024-01-01,2024-12-30,365 days,100.0,-7.036272726604182,-107.03627272660418,123.95919992863878,100.0,14.474659697691235,106.81036499972647,356 days,35.0,34.0,1.0,-1.8181688501310103,38.23529411764706,21.620451812594,-8.912415262402368,4.24264961824918,-2.7065058344508968,3 days 11:04:36.923076923,1 days 05:42:51.428571428,0.3290885772701346,-3.0946501140139273,-1.725043871891601,-0.9826417018980417,0.571747357842113,-1.7743914690787514
2024,Individual Asset,,,,,,,,XRP-USD,2024-01-01,2024-12-30,365 days,100.0,101.52622902929782,1.5262290292978298,226.55605106109897,2.6734258816804015,0.272369140982628,0.5326871832966363,313 days,190.0,189.0,1.0,0.0335158269405365,30.687830687830687,71.20505295777535,-15.663675498024709,6.801048284229207,-2.259149402843511,3 days 07:02:04.137931034,1 days 07:30:41.221374045,1.702964945329766,0.007897953451625885,1.4538333294155759,2.865150649678756,1.3970617247625525,2.9902571299636618
2024,Individual Asset,,,,,,,,ADA-USD,2024-01-01,2024-12-30,365 days,100.0,101.17429154032469,1.1742915403246874,38.02009383730758,1.2207859907456722,0.1729832399487496,0.35799425222910236,250 days,164.0,163.0,1.0,-0.002235626518726349,41.104294478527606,71.59897183575005,-10.986353622273784,7.212192087438559,-2.981785254749692,3 days 12:53:43.880597014,1 days 07:30:00,1.7673770816705434,0.007217958078793959,2.1947930710465626,3.2801966316855613,1.434345034615462,4.275054782379769
2024,Individual Asset,,,,,,,,DOGE-USD,2024-01-01,2024-12-30,365 days,100.0,100.33350460360944,0.33350460360944323,240.68721130457007,0.4657418503876665,0.058447329893708266,0.09274827618087013,163 days,182.0,181.0,1.0,0.0004916838109493256,37.01657458563536,78.63683922320108,-12.659710505759602,8.439392309252396,-3.1622436322973515,3 days 06:05:22.388059701,1 days 06:31:34.736842105,1.5663483981349746,0.0018398503856270347,1.599223477026576,3.595803796494075,1.3121911526835783,2.761492225606389
2024,Individual Asset,,,,,,,,SOL-USD,2024-01-01,2024-12-30,365 days,100.0,192.68829040080016,92.68829040080016,74.44100479310917,373.42751835408563,47.02127431680499,42.617508670738005,112 days,159.0,158.0,1.0,-0.19102804565429687,45.56962025316456,27.069224841412737,-11.586710204355237,5.246417998301244,-3.4727237890624916,3 days 11:40:00,1 days 07:32:05.581395348,1.204919616423504,0.5878437876357863,1.1936664082699184,2.174887582399728,1.1830482190797558,1.7870443366173965
