crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
AVAX-USD,2022-01-02,2022-12-30,363 days,100.0,98.10191464035562,-1.898085359644389,-90.39614718933073,80.60078357638092,0.0,15.903026053788242,271 days,80,80,0,0.0,37.5,25.45635357031929,-30.514657255998547,6.345290640816209,-4.119601697152104,3 days 21:36:00,1 days 09:07:11.999999999,0.9511600287361228,-0.023726066995554906,0.036909238979608884,-0.12000500372074648,1.0089364987786715,0.051953970536220806
AVAX-USD,2023-01-02,2023-12-30,363 days,100.0,115.33901744319607,15.339017443196076,253.2025076839954,35.664047195832225,0.0,5.127474726421648,292 days,85,85,0,0.0,45.88235294117647,65.38407052111556,-8.106645372731322,7.280698612323679,-2.732581907854844,2 days 23:23:04.615384615,1 days 05:13:02.608695652,2.6924901056322574,0.1804590287434832,1.9334945619463357,3.009227738297066,1.7767453980712258,4.086490671108694
AVAX-USD,2024-01-02,2024-12-30,364 days,100.0,107.7301651176497,7.7301651176497055,-11.65981129054443,54.309258268763486,0.0,18.560870419852954,264 days,82,82,0,0.0,35.36585365853659,41.88813834700259,-16.136974740464655,9.48251714854384,-3.636942917949795,3 days 13:14:28.965517241,1 days 05:26:02.264150943,1.1623620396214938,0.0942703063128012,0.4755625407747041,0.41766384666543555,1.128573580602072,0.7333384473937401
AVAX-USD,2025-01-02,2025-02-23,53 days,100.0,99.85364721059737,-0.1463527894026324,-36.56363489794375,6.1663661592142605,0.0,0.8261094543786285,48 days,12,12,0,0.0,41.66666666666667,7.515578379100314,-6.663925133733628,3.2725118737625998,-3.2905086495126183,3 days 19:12:00,1 days 17:08:34.285714285,0.7311280928606599,-0.012196065783552652,-0.36247436138826694,-1.214814619343655,0.9183316712944534,-0.46869943646711826
MATIC-USD,2019-04-29,2019-12-30,246 days,100.0,100.02150345810722,0.021503458107224552,314.7507977518662,0.029116089567276397,0.0,0.0029008706119770713,75 days,47,47,0,0.0,40.42553191489361,105.64986706111594,-14.605531836233105,20.301157866891987,-4.901639059417667,2 days 16:25:15.789473684,1 days 03:25:42.857142857,3.6150399144578667,0.0004575203852600969,2.080808826701636,10.999179578107283,2.2265271635704025,5.907406731834818
MATIC-USD,2020-01-02,2020-12-30,364 days,100.0,99.99880419905075,-0.0011958009492538703,23.779950546013584,0.026675419805621672,0.0,0.007208706485146694,218 days,93,93,0,0.0,38.70967741935484,20.80793506037223,-19.882950593210854,5.763592134925063,-3.9279311904888083,2 days 22:40:00,1 days 09:41:03.157894736,0.9513362640089617,-1.2858074723159929e-05,-0.12050704030486901,-0.166338593359492,0.9708139018708459,-0.17872332851748646
MATIC-USD,2021-01-02,2021-12-30,363 days,100.0,100.37027586532199,0.3702758653219904,13331.449270528416,2.1900677311801893,0.0,0.4661589423800399,218 days,81,80,1,0.0,47.5,101.91834102551829,-19.501740475999192,16.739918384279804,-5.076579058135213,2 days 10:06:18.947368421,1 days 02:51:25.714285714,1.3344267158941967,0.0046284483165248795,0.4756303425029184,0.7986969937023783,1.1690183091987014,0.7095085878439326
MATIC-USD,2022-01-02,2022-12-30,363 days,100.0,99.257550291091,-0.7424497089090061,-70.16570118549453,2.3306769613262923,0.0,0.9349283090880789,358 days,93,93,0,0.0,30.107526881720432,56.73764420939549,-25.17023032437345,10.763104333230315,-4.26967447075871,3 days 11:08:34.285714285,1 days 06:16:36.923076923,0.5545051662229664,-0.007983330203322645,-1.5218278882464567,-0.798483719904661,0.6592061025396165,-1.8974375090314506
MATIC-USD,2023-01-02,2023-12-30,363 days,100.0,100.1914052647924,0.1914052647924006,22.057310231049264,1.3583270473048163,0.0,0.2678492165841931,291 days,88,88,0,0.0,39.77272727272727,25.658126128271025,-8.688602764006191,6.180016052960088,-3.0031296465708857,3 days 08:13:42.857142857,1 days 03:37:21.509433962,1.2659982844150892,0.0021750598271863698,0.5988578324869015,0.7185417821309577,1.1683840699537622,1.020036806889773
MATIC-USD,2024-01-02,2024-12-30,364 days,100.0,99.87119358568069,-0.12880641431931117,-52.544140548551766,1.129790072917305,0.0,0.32120685886837114,301 days,89,89,0,0.0,29.213483146067414,29.71998745056669,-6.141658633797496,6.901890731677453,-2.5593611144554806,3 days 15:41:32.307692307,1 days 07:14:17.142857142,0.8006901826344516,-0.0014472630822394512,-0.5251097757424322,-0.402108628459185,0.8816257927702338,-0.72837755652363
MATIC-USD,2025-01-02,2025-02-23,53 days,100.0,99.9929840234163,-0.00701597658370262,-38.72571308449035,0.12181928649211993,0.0,0.012350089648325785,39 days,16,15,1,-0.00022146820636725906,33.33333333333333,6.904464906115133,-10.195822846761725,3.4071672720277433,-3.857885814821249,2 days 09:36:00,1 days 09:36:00,0.5714914998023222,-0.00045296722515569105,-1.6364611915824554,-3.9115179837823226,0.6894362218014353,-2.247115230581208
