crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
AVAX-USD,2022-01-02,2022-12-30,363 days,100.0,82.95675308074067,-17.04324691925933,-90.39614718933073,82.22351880544012,3.5700351038339853,22.453473457085085,317 days,84,84,0,0.0,33.33333333333333,22.758646628698273,-30.684142598742543,5.79294099175817,-4.184819305359184,3 days 14:34:17.142857142,1 days 12:00:00,0.6501253710076971,-0.20289579665784907,-0.6295404759272492,-0.7628488033142394,0.8584067076825916,-0.838889071584546
AVAX-USD,2023-01-02,2023-12-30,363 days,100.0,114.7305350539469,14.730535053946896,253.2025076839954,36.08259126459922,1.1908937457358941,5.569178892938057,295 days,84,84,0,0.0,44.047619047619044,65.11868645059444,-8.298538727358592,7.463110594571207,-2.7761437695987166,3 days 01:56:45.405405405,1 days 05:06:22.978723404,2.5542739678495523,0.17536351254698695,1.8260462781502635,2.660613389491254,1.7084099840738758,3.847353440381609
AVAX-USD,2024-01-02,2024-12-30,364 days,100.0,104.18149494154147,4.181494941541466,-11.65981129054443,55.109665820800515,3.4321007404416686,19.896267165559017,264 days,81,81,0,0.0,34.5679012345679,41.64625020865559,-16.32083776572419,9.606259528101415,-3.8113445717501406,3 days 14:34:17.142857142,1 days 05:53:12.452830188,1.0837706926847595,0.051623394340017836,0.3023499131849101,0.21075411220049292,1.0790744754842185,0.4641970929846015
AVAX-USD,2025-01-02,2025-02-23,53 days,100.0,99.8440480940371,-0.15595190596289843,-36.56363489794375,8.240933479338434,0.07433792820637393,1.0569939017784415,48 days,12,12,0,0.0,33.33333333333333,7.308062800721214,-6.857261208599893,3.862877606983163,-3.0644800755662747,3 days 12:00:00,2 days 03:00:00,0.7713324511923171,-0.012995992163574957,-0.2817198384886771,-1.0114447303171048,0.9364193570414567,-0.3656250227933048
MATIC-USD,2019-04-29,2019-12-30,246 days,100.0,100.02012943151011,0.020129431510107286,314.7507977518662,0.028950916018989636,0.0004637001465658146,0.002742009649127505,76 days,45,45,0,0.0,42.22222222222222,105.34421719405482,-14.790926304396873,20.080856709025095,-5.080965409537105,2 days 16:25:15.789473684,1 days 03:41:32.307692307,3.787972202561667,0.0004473207002246063,2.0383828939669653,10.892847705011327,2.26875305126628,6.015412204948735
MATIC-USD,2020-01-02,2020-12-30,364 days,100.0,99.99912665802293,-0.0008733419770634369,23.779950546013584,0.027300304544204186,0.0017922041416393198,0.0074221471723008685,218 days,93,93,0,0.0,37.634408602150536,20.58712712531186,-20.063067642617643,5.876026830575092,-4.006059135505475,2 days 21:15:25.714285714,1 days 09:55:51.724137931,0.9648203489536098,-9.390773946918343e-06,-0.08759749800149151,-0.11799028467316564,0.9784999922193351,-0.13168423024634524
MATIC-USD,2021-01-02,2021-12-30,363 days,100.0,100.39246070659208,0.39246070659207527,13331.449270528416,2.1912644185616186,0.07393535495521411,0.47293280040177865,218 days,81,80,1,-0.0002551994131013302,45.0,101.61642268449278,-19.682238735523192,17.52587903365811,-5.040462546090261,2 days 13:19:59.999999999,1 days 02:43:38.181818181,1.3383048917112093,0.004908948825064723,0.48270494337412223,0.8344257052210468,1.1690098805915257,0.7206813621065734
MATIC-USD,2022-01-02,2022-12-30,363 days,100.0,99.25754964537192,-0.7424503546280768,-70.16570118549453,2.312387631411091,0.0871211505233329,0.9327165956319163,359 days,92,92,0,0.0,28.26086956521739,56.480906565186096,-25.345060094049078,11.406454322573547,-4.3686191762124835,3 days 15:41:32.307692307,1 days 07:16:21.818181818,0.5531583878463764,-0.008070112550305177,-1.547690479540254,-0.8003778284111994,0.6606784817615066,-1.940350960938376
MATIC-USD,2023-01-02,2023-12-30,363 days,100.0,100.11062949497996,0.11062949497995533,22.057310231049264,1.323714887294426,0.07308936809489983,0.3170776660704024,316 days,89,89,0,0.0,33.70786516853933,25.432468002142755,-8.879914161242185,6.964711397201744,-2.8981016684930383,3 days 16:00:00,1 days 04:52:52.881355932,1.1453490118522796,0.0012430280334826491,0.3517456424018639,0.3508268625441361,1.0926016534725886,0.5898566716951769
MATIC-USD,2024-01-02,2024-12-30,364 days,100.0,99.79333102450721,-0.20666897549279317,-52.544140548551766,1.1746095765699098,0.06544866953416607,0.37567137506626125,362 days,89,89,0,0.0,28.08988764044944,29.490267463116126,-6.3355169751636975,6.969719477708986,-2.7063696790751264,3 days 18:14:24,1 days 06:45:00,0.7101149919859933,-0.0023221233201437446,-0.8140639699780904,-0.5516421330912865,0.8247267230597543,-1.114795003764005
MATIC-USD,2025-01-02,2025-02-23,53 days,100.0,99.98954723635114,-0.010452763648859886,-38.72571308449035,0.12311275201457135,0.001096593524733292,0.016396223142542528,48 days,13,12,1,-0.0002878309232997811,25.0,6.104709422414892,-8.686482817164798,4.148213960709586,-3.40182468604226,3 days 08:00:00,2 days 02:40:00,0.34391786404752095,-0.0008470777271300087,-1.9909763937818405,-4.389051630154452,0.6375261814040113,-2.484862522720501
