period,strategy,num_assets,total_return,sharpe_ratio,max_drawdown,win_rate,crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
2019,Equal Weight Portfolio,10.0,0.376957529352951,1.2271337362566639,-0.11272738085398115,0.31955922865013775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Individual Asset,,,,,,BTC-USD,2019-01-02,2019-12-30,363 days,100.0,184.83308931911057,84.83308931911057,84.94136249508948,100.0,24.790724063944772,22.71727799357808,89 days 00:00:00,82.0,82.0,0.0,0.0,34.146341463414636,20.367978133306718,-13.196962982894721,6.2322912184005705,-1.8639159440508393,3 days 06:51:25.714285714,1 days 05:46:40,1.5353732988130002,1.0345498697452522,1.5163238895636044,3.761881723969247,1.435159346339842,2.5990314305253523
2019,Individual Asset,,,,,,ETH-USD,2019-01-02,2019-12-30,363 days,100.0,141.27249191504123,41.27249191504123,-14.456326784077167,100.0,23.6025011833499,24.64069330245946,84 days 00:00:00,93.0,93.0,0.0,0.0,27.956989247311824,23.611161396774936,-9.071375989760638,7.211959261254125,-2.0745846774249674,3 days 06:27:41.538461538,1 days 06:26:51.940298507,1.2274565399054653,0.4437902356456038,0.9002000560665082,1.6858976778553905,1.2201517280198548,1.51831778856842
2019,Individual Asset,,,,,,XRP-USD,2019-01-02,2019-12-30,363 days,100.0,99.90781779325009,-0.09218220674991609,-48.17385199950499,0.4746290248712429,0.05916418397426607,0.13781870758062675,191 days 00:00:00,95.0,95.0,0.0,0.0,25.263157894736842,28.723191906258045,-9.132106699520481,5.631823097714174,-2.2467841584989623,3 days 07:00:00,1 days 04:43:56.619718309,0.8221926578220297,-0.0009703390184201697,-0.5270042445627546,-0.6725492051767759,0.8811748430701769,-0.8603430083835504
2019,Individual Asset,,,,,,BCH-USD,2019-01-02,2019-12-30,363 days,100.0,120.62936570228992,20.629365702289917,21.86926970798644,100.0,23.82275536349372,58.99927850883597,229 days 00:00:00,97.0,97.0,0.0,0.0,31.958762886597935,70.68459418203993,-14.054821514741974,8.463491046753527,-3.131120082557548,2 days 17:48:23.225806451,1 days 03:16:21.818181818,1.075325203049039,0.21267387321948217,0.6005038535885389,0.35176840637764534,1.168842500706389,1.209945609746858
2019,Individual Asset,,,,,,EOS-USD,2019-01-02,2019-12-30,363 days,100.0,100.27944102692604,0.2794410269260439,-8.383520781822984,8.239730836882233,0.7432204205989842,3.1522201903672475,216 days 00:00:00,95.0,95.0,0.0,0.0,27.368421052631582,35.62564919463354,-15.12808030755427,8.020575370245497,-2.852328128656705,3 days 02:46:09.230769230,1 days 09:02:36.521739130,1.034785664367376,0.002941484493958327,0.10667626722750381,0.08913806490546482,1.025487953478757,0.16633340331826615
2019,Individual Asset,,,,,,LTC-USD,2019-01-02,2019-12-30,363 days,100.0,164.96594875526438,64.96594875526439,27.857105286487837,76.62095329765673,12.12270290184021,13.038212422444099,184 days 00:00:00,88.0,88.0,0.0,0.0,37.5,51.882707722414644,-10.483982635474716,7.977048824567976,-2.652420753085006,2 days 23:16:21.818181818,1 days 03:55:38.181818181,1.6326172719712009,0.7382494176734573,1.6107796162933377,5.017677525480825,1.4611806320694052,3.2229698510785783
2019,Individual Asset,,,,,,XLM-USD,2019-01-02,2019-12-30,363 days,100.0,100.045332096871,0.045332096870988575,-61.49030901949109,0.14141585422659167,0.01542190799489618,0.03515651359912751,155 days 00:00:00,88.0,88.0,0.0,0.0,30.681818181818183,40.71332265511391,-7.289124065380184,7.616059560467664,-2.338135691971409,3 days 06:13:20,1 days 09:26:33.442622950,1.3582007330616297,0.0005151374644430519,0.7896745708108562,1.2965425959041825,1.1992087802137175,1.4618248433742569
2019,Individual Asset,,,,,,ADA-USD,2019-01-02,2019-12-30,363 days,100.0,100.00074878855422,0.0007487885542213774,-25.772237574381553,0.09769723157910856,0.010066246997565031,0.029750522182168795,201 days 00:00:00,92.0,92.0,0.0,0.0,29.347826086956523,20.572795759112513,-8.426702242643866,6.5381086500943795,-2.7835093349495077,3 days 03:33:20,1 days 10:20:18.461538461,1.007240594181183,8.139006024146132e-06,0.01836966732816247,0.025307593647944972,1.0040529475539979,0.029499166879136517
2019,Individual Asset,,,,,,TRX-USD,2019-01-02,2019-12-30,363 days,100.0,100.00715970386565,0.0071597038656472795,-33.73554013759743,0.038551932976570114,0.004102292016148567,0.01000590124377375,211 days 00:00:00,92.0,92.0,0.0,0.0,32.608695652173914,27.276977017114202,-9.776019901801575,6.363429216235106,-2.6035373120625525,2 days 23:12:00,1 days 08:30:58.064516129,1.193908994328994,7.782286810486226e-05,0.4302964709847099,0.7194906799813101,1.0982393333137135,0.690248181110516
